customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
customerID-000535,Male,4,No,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,108.55,1039.12,No
customerID-000537,Female,1,No,No,3,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,23.72,1656.59,No
customerID-000538,Male,1,No,No,,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.37,94.95,No
customerID-000540,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.88,1279.39,No
customerID-000541,Male,0,No,No,78,No,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),44.85,704.73,No
customerID-000544,Male,2,No,No,15,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,68.7,1122.33,No
customerID-000545,Male,1,No,No,13,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,38.06,467.77,No
customerID-000547,Male,0,No,No,36,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,58.55,1188.77,No
customerID-000552,Male,0,No,No,31,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.34,608.72,No
customerID-000554,Female,1,No,No,38,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.06,693.69,No
customerID-000555,Male,0,No,No,11,No,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),30.98,730.3,No
customerID-000559,Female,0,No,No,8,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),112.08,296.64,No
customerID-000562,Male,0,No,No,7,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),,415.16,No
customerID-000563,Male,1,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.78,1781.8,No
customerID-000565,Female,2,No,No,33,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,,1385.68,No
customerID-000566,Male,1,No,No,,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,42.72,400.58,No
customerID-000567,Female,1,No,No,10,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.83,1183.11,No
customerID-000568,Female,1,No,No,1,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.78,1958.15,No
customerID-000573,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,151.15,272.58,No
customerID-000574,Male,0,Yes,No,4,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,90.69,966.22,Yes
customerID-000578,Male,0,Yes,No,,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,27.39,848.9,No
customerID-000580,Male,0,No,No,72,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,42.91,883.38,No
customerID-000581,Female,0,Yes,No,21,No,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),59.07,1207.65,No
customerID-000582,Female,1,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.23,2403.17,No
customerID-000584,Female,1,No,No,24,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,49.2,684.81,No
customerID-000585,Male,0,No,No,49,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),24.76,683.4,No
customerID-000590,Male,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,34.4,588.32,No
customerID-000592,Male,0,No,No,13,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.25,234.69,No
customerID-000593,Female,1,No,No,,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),,256.26,No
customerID-000595,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),20.51,170.69,No
customerID-000599,Male,1,No,No,,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.58,1539.95,Yes
customerID-000600,Male,1,No,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),37.47,477.42,Yes
customerID-000601,Male,0,No,No,,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,14.83,260.3,No
customerID-000605,Female,0,Yes,No,17,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,,361.53,No
customerID-000607,Male,0,Yes,No,11,No,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.18,497.52,No
customerID-000610,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),37.82,605.04,No
customerID-000612,Male,1,No,No,,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,,678.91,No
customerID-000618,Male,0,No,No,21,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,16.64,136.29,No
customerID-000623,Male,1,Yes,No,24,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.73,270.79,No
customerID-000624,Male,0,No,No,6,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.24,715.23,No
customerID-000631,Male,2,No,No,7,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.71,568.47,No
customerID-000635,Female,0,No,No,3,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),72.28,1353.89,No
customerID-000636,Male,0,No,No,6,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),,479.01,No
customerID-000638,Female,0,No,No,7,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),24.82,457.24,No
customerID-000639,Male,2,No,No,37,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,39.15,888.93,No
customerID-000642,Female,1,Yes,No,7,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,51.29,1226.98,No
customerID-000643,Female,0,No,No,9,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,,775.87,No
customerID-000645,Female,1,No,No,60,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),17.96,415.28,No
customerID-000647,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,76.83,813.63,No
customerID-000653,Male,1,No,No,18,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),,2732.26,No
customerID-000654,Male,1,No,No,15,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,6.14,625.07,No
customerID-000656,Female,0,No,No,16,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,,1426.19,No
customerID-000658,Female,0,No,No,22,No,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,26.9,455.72,No
customerID-000662,Female,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,,572.43,No
customerID-000664,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,56.13,348.36,Yes
customerID-000666,Male,0,No,No,16,No,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,35.06,720.89,Yes
customerID-000669,Male,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.53,192.77,No
customerID-000671,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.42,1139.36,No
customerID-000672,Male,0,No,No,8,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,32.47,322.23,No
customerID-000673,Male,1,No,No,5,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),53.05,727.62,No
customerID-000677,Male,1,No,No,8,No,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,98.93,1187.67,No
customerID-000678,Male,0,No,No,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),28.67,2145.99,No
customerID-000682,Male,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),,895.68,No
customerID-000683,Female,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.09,1319.11,No
customerID-000690,Male,0,Yes,No,3,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.53,998.17,No
customerID-000691,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,30.19,2375.59,No
customerID-000693,Male,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.01,2580.56,Yes
customerID-000698,Male,0,No,No,1,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,27.92,1856.42,No
customerID-000700,Female,1,No,No,10,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),20.22,451.65,No
customerID-000703,Male,1,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.34,513.11,No
customerID-000717,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),126.08,610.73,No
customerID-000718,Female,2,No,No,4,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,,640.72,No
customerID-000720,Female,1,Yes,No,9,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.47,143.54,No
customerID-000723,Male,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,130.61,922.58,No
customerID-000726,Male,1,Yes,No,10,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.26,594.35,Yes
customerID-000731,Male,0,No,No,7,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.26,1275.74,No
customerID-000732,Female,0,No,No,8,No,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.56,320.22,No
customerID-000735,Female,0,No,No,8,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),29.52,1466.49,No
customerID-000736,Male,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),96.77,1448.9,No
customerID-000739,Male,0,No,No,9,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,63.42,637.82,Yes
customerID-000740,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.84,2236.59,No
customerID-000741,Male,2,Yes,No,7,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.24,499.34,No
customerID-000743,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.03,542.48,No
customerID-000747,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,61.0,547.59,Yes
customerID-000748,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,43.43,841.31,No
customerID-000749,Male,2,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),61.32,151.43,No
customerID-000751,Male,0,No,No,89,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.01,394.99,No
customerID-000752,Male,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,33.43,242.34,No
customerID-000759,Male,1,No,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.15,216.11,No
customerID-000760,Male,1,No,No,3,No,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),31.95,3749.15,No
customerID-000767,Female,0,No,No,4,No,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),44.01,1514.1,Yes
customerID-000768,Male,1,No,No,7,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,87.13,1089.33,No
customerID-000770,Male,1,No,No,8,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,21.58,1047.76,No
customerID-000771,Male,0,No,No,3,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,111.7,1173.58,No
customerID-000773,Male,0,No,No,14,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,49.55,673.23,No
customerID-000774,Male,0,No,No,3,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,129.93,269.06,No
customerID-000777,Female,1,Yes,No,12,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,37.36,268.7,No
customerID-000778,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),40.53,257.42,Yes
customerID-000782,Female,0,No,No,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.47,1945.3,No
customerID-000783,Male,0,No,No,22,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),,1659.34,No
customerID-000784,Male,0,Yes,No,28,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,,911.32,No
customerID-000785,Male,0,No,No,,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,38.73,204.51,No
customerID-000796,Female,0,No,No,8,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.26,872.68,No
customerID-000804,Male,1,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),31.61,647.02,No
customerID-000807,Female,1,No,No,13,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),71.94,263.29,No
customerID-000810,Male,0,No,No,9,No,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),,1559.64,No
customerID-000812,Male,0,No,No,9,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),128.95,712.94,No
customerID-000819,Male,0,No,No,30,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,30.81,632.38,No
customerID-000821,Male,3,No,No,12,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),30.11,1414.15,No
customerID-000831,Female,2,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.22,891.13,No
customerID-000836,Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),26.41,1038.25,No
customerID-000837,Female,1,No,No,31,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,,365.74,No
customerID-000838,Female,0,Yes,No,9,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,50.32,126.15,No
customerID-000839,Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.08,3136.87,No
customerID-000840,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,21.69,582.38,No
customerID-000842,Female,1,No,No,3,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),71.19,524.21,No
customerID-000844,Male,1,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,16.36,1242.92,No
customerID-000850,Female,0,No,No,14,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,,456.31,No
customerID-000852,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),39.52,731.7,No
customerID-000853,Female,2,No,No,13,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),,1042.32,No
customerID-000860,Male,1,No,No,12,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,26.22,108.74,No
customerID-000865,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),40.1,2709.8,Yes
customerID-000868,Male,0,No,No,30,No,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),90.64,3749.15,No
customerID-000874,Female,1,No,No,19,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),59.65,202.07,No
customerID-000875,Male,2,No,No,,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.1,964.1,No
customerID-000879,Male,1,No,No,14,No,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,63.27,1330.65,No
customerID-000884,Male,1,Yes,No,9,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.32,1074.0,No
customerID-000890,Male,0,No,No,6,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.84,499.8,No
customerID-000893,Female,0,Yes,No,63,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,40.14,470.5,No
customerID-000896,Female,0,No,No,8,No,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),49.07,249.53,No
customerID-000899,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,40.9,1386.33,No
customerID-000900,Female,3,No,No,8,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,,479.56,No
customerID-000906,Female,0,No,No,4,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,,180.76,Yes
customerID-000909,Female,0,No,No,,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,29.61,976.42,No
customerID-000918,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.74,607.25,No
customerID-000923,Male,0,No,No,8,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,41.08,749.11,No
customerID-000924,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),21.69,1415.5,No
customerID-000926,Male,1,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),169.45,838.26,No
customerID-000931,Female,1,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,34.64,2202.1,No
customerID-000932,Female,0,No,No,44,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),33.4,177.28,No
customerID-000934,Female,1,No,No,15,No,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),34.36,542.54,No
customerID-000940,Female,2,No,No,7,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.28,253.16,No
customerID-000942,Female,1,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,,530.16,No
customerID-000943,Male,0,No,No,14,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,39.47,2989.88,No
customerID-000950,Male,2,No,No,79,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.17,157.52,No
customerID-000955,Male,1,No,No,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.99,1295.4,No
customerID-000957,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.17,120.94,No
customerID-000962,Female,1,Yes,No,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.1,352.77,No
customerID-000968,Male,0,No,No,7,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,71.87,365.13,No
customerID-000970,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.13,529.13,No
customerID-000971,Female,0,Yes,No,34,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,69.27,2211.12,Yes
customerID-000972,Male,1,Yes,No,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.41,429.87,Yes
customerID-000975,Male,1,No,No,15,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.79,704.66,No
customerID-000976,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,70.02,335.66,No
customerID-000978,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),46.73,1087.28,No
customerID-000984,Female,2,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.84,681.37,No
customerID-000987,Female,0,Yes,No,62,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.41,488.78,No
customerID-000990,Female,2,No,No,38,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,111.47,444.82,No
customerID-000993,Female,2,No,No,16,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),,2087.03,No
customerID-000998,Male,1,Yes,No,15,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.26,210.67,Yes
customerID-001000,Male,1,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.61,477.27,No
customerID-001001,Female,1,No,No,10,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,38.24,239.47,No
customerID-001004,Male,1,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,36.74,2109.73,No
customerID-001005,Male,0,No,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.14,374.34,No
customerID-001007,Female,1,No,No,19,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,58.22,162.07,No
customerID-001010,Female,2,No,No,55,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,64.95,423.82,No
customerID-001015,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,129.77,356.24,No
customerID-001022,Male,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.39,342.03,Yes
customerID-001036,Female,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,39.06,584.51,No
customerID-001038,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),,840.12,No
customerID-001039,Female,0,No,No,14,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,123.92,477.77,No
customerID-001040,Male,0,Yes,No,5,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,25.4,616.06,No
customerID-001041,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,34.15,570.21,No
customerID-001048,Female,1,Yes,No,12,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),,755.45,No
customerID-001052,Male,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,30.91,266.73,No
customerID-001054,Female,0,No,No,20,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,25.8,66.83,No
